Heart_rate,Max_volume,Min_volume,Endsys_volume,Enddiast_volume,Max_preassure,Min_preassure,Endsys_preassure,Enddiast_preassure,Stroke_vol,Eject_F,Cardiac_output,Stroke_work,Art_elastance,dPdt_max,dPdt_min,dVdt_max,dVdt_min,PdVdt_max,PdPdt_max,VdPdt_max,VdPdt_min,Tau_w,Tau_g,Max_power,PAMP,Group
359,333.49,205.58,215.87,332.67,94.75,-1.33,87.1,1.85,127.91,38.36,45956.2,8783,0.68,4875,-6302,4769,-5278,57.14,24.71,319.68,214.55,8.93,13.54,56.38,5.09,Case
366,333.43,207.14,217.69,318.92,89.7,-2.76,83.19,1.08,126.28,37.87,46201.22,8007,0.66,5095,-5863,6089,-8159,71.11,22.32,316.72,213.74,8.68,13.99,77.38,7.61,Case
361,330.6,193.58,204.26,330.6,90.7,0.8,82.99,4.04,137.02,41.45,49525.4,8152,0.61,5267,-5471,3637,-7977,69.59,23.18,304.54,198.86,9.95,13.55,79,7.23,Case
359,339.14,200.8,215.75,339.14,95.64,0.34,88.62,3.81,138.34,40.79,49702.89,9499,0.64,5283,-6365,4400,-5907,0.7,23.51,324.82,208.97,9.57,13.05,64.67,5.62,Case
361,341.34,202.75,216.31,331.54,96.94,0.19,89.31,3.32,138.59,40.6,50092,9575,0.64,4938,-6427,4521,-5901,0.67,24.53,326.9,212.74,9.49,13.24,61.72,5.62,Case
357,333.3,204.32,216.19,333.3,94.73,-1.38,87.19,2.13,128.98,38.7,46065.25,8813,0.68,4907,-5973,4709,-6095,67.44,21.74,321.3,214.75,9.09,13.94,60.97,5.49,Case
366,333.49,206.27,218.64,319.3,89.75,-2.67,84.12,1.55,127.22,38.15,46544.43,8125,0.66,4954,-5926,5526,-7099,71.86,23.5,316.28,213.3,8.64,14.12,73.81,7.24,Case
361,333.05,192.83,201.24,333.05,90.95,0.8,81.77,3.97,140.22,42.1,50680.46,8174,0.58,5079,-5691,5405,-7723,70.84,24.88,303.6,199.86,9.85,13.7,80.78,7.28,Case
359,340.33,201.37,212.48,340.33,96.08,0.34,87.65,3.92,138.96,40.83,49926.86,9535,0.63,5267,-6396,5211,-7160,0.83,22.82,326.08,209.66,9.68,13.01,65.51,5.66,Case
361,342.03,204.13,215.18,334.05,97.32,0.12,88.84,2.98,137.9,40.32,49842.61,9545,0.64,5017,-6067,4588,-4963,0.48,21.16,330.41,215.18,9.47,13.68,53.3,4.78,Case
359,335.81,207.83,219.77,326.64,94.45,-1.96,87.77,1.44,127.98,38.11,45980.12,8876,0.69,4844,-6443,3831,-6343,56.42,24.19,322.25,216.37,8.91,13.72,59.22,5.55,Case
366,327.15,206.51,216.25,320.55,89.39,-2.34,82.71,3.89,120.63,36.87,44133.07,7497,0.69,5142,-5691,3583,-6785,-0.75,20.5,311.07,211.35,9.21,14.12,70.95,6.9,Case
359,338.57,192.2,205.39,338.45,93.43,0.56,85.62,3.97,146.37,43.23,52588.47,9628,0.58,5361,-5926,4830,-8607,69.46,24.81,319.55,200.99,9.93,13.64,76.98,6.72,Case
359,342.72,203.69,214.36,342.72,97.21,0.34,88.81,4.04,139.03,40.57,49950.78,9666,0.64,5189,-6427,4582,-5841,0.85,24.53,328.72,212.74,9.6,13.21,63.29,5.39,Case
364,343.47,205.76,215.68,336.19,97.76,0.01,89.26,2.3,137.71,40.09,50076.46,9575,0.65,5048,-6318,4709,-5713,0.27,22.32,330.16,213.3,9.43,13.22,61.89,5.48,Case
359,338.14,209.15,218.32,324.63,93.84,-2.21,86.14,1.03,128.98,38.15,46341.09,8836,0.67,5064,-6145,4267,-7348,70.25,21.44,327.21,216.94,8.7,13.72,66.46,6.31,Case
364,324.51,205.7,216.69,317.47,88.98,-1.8,82.58,4.28,118.81,36.61,43203.13,7269,0.7,5252,-5816,4019,-7281,70.97,22.49,305.48,212.48,9.29,14.29,75.16,7.46,Case
361,337.63,193.64,205.51,337.63,93.89,0.5,85.58,3.68,143.99,42.65,52045.54,9699,0.59,4985,-5738,4521,-7160,1.21,27.09,319.55,202.94,9.78,14.22,66.19,5.81,Case
359,339.89,203.88,215.68,339.89,96.75,0.36,88.84,3.59,136.01,40.02,48865.7,9518,0.65,4923,-6177,5278,-5774,0.85,21.16,329.28,210.53,9.61,13.19,65.49,5.67,Case
361,341.21,204.89,213.86,333.49,97.04,-0.06,87.94,2.51,136.32,39.95,49273.83,9372,0.65,5158,-6474,4963,-5713,0.27,23.72,326.83,214.24,9.27,13.26,57.66,5.18,Case
359,334.55,208.34,220.39,323.82,93.18,-2.42,86.88,0.99,126.22,37.73,45347.34,8660,0.69,5095,-6224,3389,-7033,62.61,21.77,322.31,216.44,8.6,13.96,67.5,6.44,Case
364,322.88,204.26,216.69,315.91,88.42,-0.94,82.69,4.39,118.62,36.74,43134.9,7160,0.7,5111,-5785,3644,-6718,1.55,21.88,304.85,210.53,9.4,14.09,71.54,7.17,Case
359,336.31,194.02,205.82,336.19,93.35,0.56,85.22,3.65,142.29,42.31,51122.85,9428,0.6,5079,-5706,4206,-6912,67.38,26.92,318.04,204.32,9.75,14.07,70.17,6.21,Case
359,338.26,202.31,214.36,337.26,96.49,0.27,88.48,3.57,135.96,40.19,48846.13,9492,0.65,5158,-6396,4521,-6282,0.85,22.12,328.09,210.79,9.69,13.06,65.54,5.76,Case
359,338.07,205.2,217.51,337.26,96.28,-0.88,88.95,1.82,132.87,39.3,47739.3,9209,0.67,5001,-6208,4461,-5653,56.07,23.56,324.82,215.31,8.97,13.77,51.25,4.51,Case
361,339.33,207.14,218.45,320.3,91.66,-2.79,85.33,0.74,132.18,38.95,47777.5,8757,0.65,4954,-5785,5774,-8225,70.1,23.42,322.5,213.74,8.56,14.06,85.33,8.32,Case
361,324.76,197.41,207.77,324.76,89.28,0.74,82.44,4.14,127.35,39.21,46029.6,7661,0.65,5001,-5612,4146,-7783,66.25,19.45,305.99,205.13,10.1,13.92,77.05,7.31,Case
357,336.88,199.42,211.42,336.88,94.92,0.36,86.96,4.01,137.46,40.8,49091.45,9282,0.63,5173,-6161,4394,-6531,0.94,23.36,321.49,208.09,9.75,13.4,67.6,5.96,Case
359,338.32,202.56,215.37,330.79,96.58,0.22,88.7,3.73,135.76,40.13,48776.55,9415,0.65,4954,-6145,4775,-6149,60.12,21.26,327.33,211.29,9.7,13.2,64.31,5.88,Case
357,331.92,204.69,216.37,331.79,94.37,-1.49,87.07,2.15,127.23,38.33,45438.39,8729,0.68,4954,-6145,4588,-5526,66.91,21.51,319.99,214.49,9.03,14.04,60.27,5.47,Case
364,333.11,205.51,215.62,318.73,89.64,-2.84,82.74,1.32,127.6,38.31,46401,8149,0.65,4907,-5942,4963,-8225,69.26,19.19,319.05,213.36,8.59,14.29,77.56,7.63,Case
359,329.84,193.02,205.95,329.84,90.41,0.8,83.3,4.2,136.83,41.48,49159.26,8109,0.61,5142,-5691,4334,-7160,70.53,20.58,306.23,200.67,10.03,13.67,75.21,6.91,Case
359,338.89,200.61,212.42,338.89,95.74,0.34,87.68,3.54,138.27,40.8,49678.97,9433,0.63,5236,-6192,4394,-6658,61.17,24.78,323.31,210.29,9.51,13.53,68.95,6,Case
359,340.15,204.44,211.79,332.86,96.75,0.08,87.04,3.02,135.7,39.89,48754.8,9426,0.64,5079,-6208,4709,-5465,0.63,22.07,328.28,211.73,9.46,13.24,59.34,5.36,Case
357,334.49,208.65,225.86,324.51,93.42,-2.18,88.71,1.25,125.84,37.62,44943.39,8570,0.7,5032,-6224,3329,-6658,57.08,23.2,322.12,217.26,8.97,13.87,65,6.17,Case
364,324.82,204.69,216.56,320.05,88.82,-2.24,82.69,3.98,120.13,36.98,43682.92,7382,0.69,5048,-5581,4521,-7971,69.27,19.75,307.61,212.74,9.07,15.01,81.49,7.96,Case
357,338.01,193.58,206.01,338.01,93.01,0.59,85.19,4.09,144.43,42.73,51581.58,9667,0.59,5393,-5847,4521,-8413,1.11,25.22,320.87,200.43,9.95,13.64,74.14,6.49,Case
359,339.77,203.94,214.49,339.64,96.46,0.31,87.76,3.84,135.83,39.98,48800.46,9496,0.65,4970,-6192,4521,-5713,62.03,25.55,326.46,213.55,9.53,13.47,62.56,5.42,Case
357,341.53,205.51,215.87,338.32,96.83,-0.52,88.52,2.3,136.02,39.83,48576.99,9432,0.65,4970,-6365,4079,-5653,-0.05,24.69,325.45,214.93,9.17,13.47,61.34,5.36,Case
357,339.83,208.52,219.89,321.87,92.52,-2.57,85.73,2.04,131.31,38.64,46895.29,8894,0.65,5111,-6145,3898,-8540,56.92,21.6,327.46,216.44,8.85,13.95,83.87,8.1,Case
366,322.06,205.89,217.45,322.06,88.6,-0.24,82.52,4.39,116.17,36.07,42501.13,7009,0.71,5189,-5738,3644,-7099,2.01,20.66,304.91,211.16,9.58,13.94,75.98,7.33,Case
357,340.08,196.91,209.09,340.08,95.12,0.39,86.86,3.95,143.17,42.1,51131.97,9796,0.61,5126,-6083,4588,-6718,67.85,26.43,322.31,203.88,9.78,13.29,68.31,5.91,Case
361,341.15,205.39,216.88,339.46,97.3,0.3,89.15,3.51,135.76,39.8,49070.38,9467,0.66,5001,-6396,4648,-6028,0.89,25.05,328.4,215.5,9.62,13.37,58.7,5.09,Case
359,340.96,207.77,217.19,336,96.93,-0.3,88.73,2.22,133.19,39.06,47852.38,9160,0.67,4907,-6208,4957,-5465,0.55,21.52,328.72,214.62,9.48,13.54,56.75,5.03,Case
355,338.51,210.16,226.61,321.87,92.88,-2.56,88.48,2.18,128.35,37.92,45569.2,8721,0.69,5064,-6208,3958,-7783,69.16,21.59,326.83,217.51,8.94,13.83,69.06,6.67,Case
366,321.87,204.95,214.49,318.29,88.51,0.38,81.42,4.48,116.93,36.33,42777.92,7029,0.7,5173,-5706,4079,-7348,71.97,20.69,304.54,210.22,9.89,13.73,71.12,7.02,Case
361,337.88,197.91,207.2,337.88,94.07,0.48,84.95,3.62,139.97,41.43,50590.77,9303,0.61,5252,-5926,3892,-6028,0.86,24.86,318.79,203.76,9.77,13.33,64.68,5.67,Case
359,339.46,204.38,218.95,334.75,96.41,0.25,89.36,3.42,135.07,39.79,48528.65,9350,0.66,5079,-6035,4588,-5962,0.25,21.57,327.96,212.23,9.53,13.23,65.54,5.85,Case
355,336.5,205.76,219.96,336.5,95.59,-1.3,88.59,2.12,130.74,38.85,46415.82,9018,0.68,4970,-6396,3892,-6222,-1.15,21.59,324.63,214.3,9.18,13.3,59.87,5.29,Case
364,337.19,209.34,224.35,320.68,90.48,-2.78,85.73,0.97,127.85,37.92,46491.24,8264,0.67,4938,-5926,5399,-7910,72.38,18.76,324.26,215.18,8.82,14.13,79.38,7.72,Case
359,329.15,196.6,213.86,329.15,90.34,0.88,85.67,4.47,132.56,40.27,47626.23,7959,0.65,5017,-5769,4327,-7093,70.18,19.88,307.68,203.19,10.19,13.38,71.59,6.61,Case
359,338.7,201.56,211.1,338.7,95.49,0.31,86.31,3.67,137.14,40.49,49272.33,9394,0.63,4891,-5957,5023,-7662,0.96,25.93,322.88,211.92,9.73,13.8,70.6,6.15,Case
359,340.52,205.13,216.76,330.41,96.63,0.14,88.54,3.42,135.39,39.76,48641.73,9394,0.65,5189,-6365,4896,-7160,0.34,23.51,327.4,212.48,9.63,13.11,69.03,6.32,Case
271,481.22,228.78,243.85,477.64,115.78,-1.3,107.93,3.26,252.44,52.46,68535.62,19782,0.43,7028,-5723,11112,-9418,-1.3,63.3,410,239.95,8.28,14,78.49,3.44,Case
278,553.93,236.38,250.69,551.42,118.12,-4.99,109.11,0.04,317.56,57.33,88210.37,22178,0.34,7343,-6572,14193,-6222,-4.99,63.85,427.08,244.16,7.18,12.73,93.81,3.09,Case
279,550.35,226.26,238.51,469.79,115.43,-0.89,106.96,3.72,324.09,58.89,90443.12,25570,0.33,7201,-5755,10235,-11869,-0.79,62.81,450.44,237.7,8.53,13.88,101.64,4.61,Case
276,521.15,236.69,248.75,506.96,118.12,-1.64,109.07,1.36,284.46,54.58,78653.31,20269,0.38,7264,-6226,12746,-6155,-1.64,68.74,416.47,245.86,7.87,12.72,82.96,3.23,Case
291,542.76,238.7,246.67,536.73,117.48,-4.93,106.63,0.76,304.05,56.02,88559.54,23309,0.35,7437,-6730,11306,-8479,-4.93,69.19,434.43,245.79,7.43,12.76,91.33,3.17,Case
275,536.29,227.21,240.14,468.4,115.36,-0.87,107.16,3.81,309.08,57.63,85067.31,22221,0.35,7075,-5786,11239,-16136,-0.87,65.04,420.68,238.07,8.51,14.25,93.68,4.27,Case
279,530.07,238.26,250.13,516.13,118.89,-1.75,109.77,0.84,291.81,55.05,81435.46,20567,0.38,7421,-6478,12873,-6470,-1.7,65.81,419.24,245.79,7.92,12.79,100.43,3.77,Case
288,524.6,236.5,248.25,506.02,117.24,-5.1,108.37,2.84,288.11,54.92,83107.6,23528,0.38,7437,-6651,13945,-8473,-5.08,64.16,431.92,243.1,7.63,13.19,96.1,3.75,Case
275,503.76,225.64,240.08,470.16,116.33,-0.95,108.41,3.59,278.12,55.21,76546.76,20634,0.39,7091,-5629,9926,-12680,-0.9,64.29,410.82,237.57,8.37,13.7,93.73,4.24,Case
280,552.99,238.51,252.08,545.46,119.43,-2.36,110.87,0.14,314.48,56.87,88172.72,21201,0.35,7516,-6572,12056,-7535,-2.3,65.09,422.63,246.61,7.8,12.47,105.4,3.54,Case
291,544.95,234.3,245.23,478.33,116.33,-3.2,107.45,4.15,310.65,57.01,90481.03,24047,0.35,7531,-6431,12371,-13001,-3.18,67.93,435.75,242.41,8.14,13.57,98.68,4.31,Case
276,493.65,233.61,244.23,492.27,117.81,-1.25,108.72,2.71,260.04,52.68,71899.17,20212,0.42,7248,-6022,12934,-6972,-1.22,71.79,413.65,243.1,8.28,13.84,85.46,3.53,Case
284,557.76,240.21,251.19,551.54,119.57,-4.93,110.09,-0.02,317.55,56.93,90298.94,22787,0.35,7594,-6902,13757,-6597,-4.9,64.4,431.54,246.42,7.27,12.63,100.46,3.3,Case
275,550.61,228.84,242.34,475.44,116.66,-0.7,109.44,3.85,321.76,58.44,88558.83,25191,0.34,7358,-5959,11245,-14132,-0.63,62.3,447.99,237.44,8.65,14.12,99.51,4.4,Case
278,520.9,237.38,249.57,503.63,119.91,-1.64,110.76,1.69,283.52,54.43,78755.17,20899,0.39,7657,-6399,12686,-6972,-1.64,67.57,419.55,245.29,8.06,12.73,90.77,3.58,Case
288,512.86,237.95,254.09,495.91,118.61,-5.02,111.24,2.84,274.92,53.6,79303.32,23264,0.4,7579,-6824,13061,-8165,-4.94,64.62,432.17,245.17,7.5,12.74,97.03,3.95,Case
274,493.08,226.77,241.78,474.62,117.37,-1.25,109.57,3.33,266.32,54.01,72963.75,20757,0.41,7185,-5770,10616,-13309,-1.19,65.2,412.21,238.32,8.29,13.93,88.75,3.94,Case
279,552.8,236.81,250,545.46,119.32,-4.5,110.86,0.01,315.99,57.16,88183.19,22081,0.35,7531,-6777,13442,-7348,-4.46,63.26,423.57,243.91,7.47,12.78,105.28,3.54,Case
280,544.95,230.1,244.16,480.65,115.67,-1.78,108.3,4.41,314.86,57.78,88277.93,25470,0.34,7437,-6132,9859,-11366,-1.77,63.96,453.14,238.64,8.38,14.01,105.82,4.58,Case
282,491.07,235.75,246.11,486.68,119.27,-1.34,110.09,3.11,255.33,51.99,71922.97,20748,0.43,7437,-6321,11615,-6658,-1.34,72.34,417.04,244.04,8.48,13.52,84.3,3.56,Case
283,556.63,243.16,253.33,547.02,120.29,-3.78,110.86,-0.05,313.48,56.32,88720.19,21857,0.35,7657,-6950,10925,-6966,-3.76,68.72,426.71,249,7.33,12.64,99.45,3.32,Case
282,545.14,232.29,242.28,473.37,116.74,-1.04,108.01,4.16,312.85,57.39,88126.35,24655,0.35,7358,-6132,11681,-12432,-0.95,68.2,440.9,242.28,8.39,13.59,99.05,4.42,Case
280,502,236.75,247.56,501.25,119.74,-1.59,110.72,2.15,265.25,52.84,74368.16,20455,0.42,7453,-6462,12183,-6591,-1.52,63.96,415.15,245.98,8.18,13.19,85.27,3.39,Case
290,554.56,240.08,252.58,542.69,120.18,-4.86,111.28,0.56,314.48,56.71,91152.65,22934,0.35,7657,-7107,11366,-7917,-4.85,69.07,428.84,246.17,7.36,12.55,101.32,3.44,Case
279,541.56,229.85,244.29,471.11,116.9,-0.92,110.25,3.85,311.72,57.56,86990.72,23265,0.35,7248,-5928,11487,-15198,-0.92,69.25,426.08,239.71,8.47,13.91,91.93,4.14,Case
278,516.88,236.57,249.87,503.07,120.12,-1.69,111.66,1.65,280.32,54.23,77865.81,20627,0.4,7516,-6525,11554,-5962,-1.69,69.77,416.53,245.92,7.92,12.57,89.98,3.56,Case
290,544.08,238.01,247.99,532.71,119.43,-5.13,109.55,1.52,306.07,56.26,88715.9,23428,0.36,7626,-6981,12873,-7850,-5.13,67.89,431.6,244.48,7.57,12.79,93.57,3.3,Case
279,532.08,226.65,241.59,471.3,117.37,-1,109.91,3.42,305.43,57.4,85237.5,22018,0.36,7280,-5818,10616,-15004,-0.96,70.1,414.91,238.13,8.31,13.9,88.44,3.98,Case
280,529.76,237.5,250,523.73,120.37,-1.74,111.8,0.54,292.25,55.17,81939.88,20870,0.38,7531,-6667,12995,-7160,-1.74,64.03,418.42,246.36,7.81,12.34,104.14,3.8,Case
294,535.91,234.11,247.74,526.11,118.53,-5.35,110.72,1.31,301.8,56.31,88763.79,23925,0.37,7594,-6792,12940,-10422,-5.32,65.83,428.84,242.03,7.4,12.98,90.27,3.26,Case
279,524.99,226.89,240.21,469.47,117.21,-0.85,109.38,3.88,298.09,56.78,83188.69,21239,0.37,7185,-5849,10362,-15446,-0.85,70.48,411.26,237.76,8.54,14.31,82.21,3.73,Case
282,510.04,237.7,250.19,500.56,120.86,-1.67,112.16,2.1,272.34,53.4,76715.45,20974,0.41,7594,-6714,12619,-6718,-1.66,65.54,419.3,245.42,8.18,12.79,104.13,4.16,Case
291,544.51,236,245.86,532.39,119.6,-5.07,109.74,0.53,308.52,56.66,89858.75,22839,0.36,7626,-7060,13757,-9169,-5.07,71.74,425.7,243.47,7.3,12.75,89.63,3.16,Case
282,531.76,222.63,238.76,469.16,116.69,-0.92,110.06,3.5,309.14,58.13,87081.25,22958,0.36,7138,-5692,10991,-14943,-0.92,69.16,420.24,236.38,8.35,13.92,97.09,4.41,Case
283,517.64,234.87,245.17,504.77,120.04,-1.75,110.28,1.17,282.77,54.63,80028.72,20590,0.39,7547,-6431,12559,-6658,-1.7,67.57,414.46,244.23,7.87,12.55,91.8,3.6,Case
293,536.41,235.43,246.99,526.24,119.11,-5.12,110.04,1.57,300.98,56.11,88091.65,23270,0.37,7610,-6777,12183,-8352,-5.12,65.26,428.03,244.85,7.4,12.99,94.34,3.41,Case
282,525.55,224.25,237.7,467.97,117.6,-1.03,109.71,3.56,301.29,57.33,84871.7,21682,0.36,7217,-5692,10549,-15010,-1.03,71.02,411.76,236.69,8.48,14.51,87.53,4,Case
287,525.99,235.81,246.74,513.74,120.89,-1.85,111.14,0.64,290.18,55.17,83305.93,20908,0.38,7704,-6730,12940,-6343,-1.8,70.37,417.04,245.04,7.74,12.39,101.11,3.83,Case
337,503.75,173.18,182.98,498.1,120.02,2.89,105.16,5.49,330.56,65.62,111426,26157,0.32,7917,-4980,10616,-14132,3.11,56.41,423.98,184.55,10.5,17.42,152.98,6.17,Case
337,499.6,155.97,164.83,477.62,115.57,0.32,102.64,4.95,343.63,68.78,115830.7,32883,0.3,7823,-4791,12559,-13818,0.99,50.6,473.41,167.34,9.78,18.79,202.76,8.89,Case
333,479.94,152.96,160.93,473.29,113.21,4.75,100.82,8.94,326.99,68.13,108995.7,29878,0.31,7901,-4006,12371,-20348,4.87,49.89,465.75,164.58,11.73,22.01,268.07,11.97,Case
333,487.67,162.25,171.55,487.04,116.94,4.1,101.62,8.36,325.42,66.73,108473.1,27312,0.31,7791,-4351,10804,-12123,4.97,54.15,438.81,176.39,11.23,20.41,153.68,6.48,Case
333,502.43,172.24,183.42,500.92,119.59,3.54,105.85,7.9,330.19,65.72,110062.9,26392,0.32,7901,-4932,10616,-13188,4.28,52.06,435.35,182.92,11.03,17.73,147.4,5.87,Case
337,503.19,175.38,180.47,488.55,119.62,1.17,102.23,4.73,327.8,65.15,110495.7,26094,0.31,7980,-4933,11239,-13697,1.67,54.95,421.09,189.14,9.89,17.12,152.98,6.41,Case
333,490.75,151.2,160.56,472.54,114.25,0.71,101.4,8.61,339.55,69.19,113181.9,33060,0.3,7980,-4650,12504,-12123,1.62,52.39,490.06,161.38,10.26,20.56,176.16,7.89,Case
333,480.51,160.62,168.54,480.51,115.87,4.31,100.22,8.64,319.89,66.57,106631.2,25881,0.31,7744,-4084,11433,-17146,4.89,47.3,432.97,173.93,11.53,22.5,165.31,7.16,Case
333,510.03,167.66,178.52,510.03,118.62,3.49,104.34,8.42,342.37,67.13,114124.1,26316,0.3,7760,-4618,9920,-13315,3.49,54.13,435.48,178.65,11.3,19.15,158.47,6.09,Case
335,516.94,175.82,187.32,516.94,119.95,3.1,107.17,6.02,341.12,65.99,114341.7,26477,0.31,7964,-5058,10682,-12940,3.1,49.85,434.1,183.86,10.71,17.09,152.16,5.69,Case
337,513.93,160.56,168.16,484.72,116.36,0.25,102.64,4.78,353.37,68.76,119113.3,32797,0.29,7917,-4870,12183,-13128,1.56,51.24,480.07,172.18,9.85,18.64,196.86,8.38,Case
331,485.41,147.18,156.04,478.12,112.26,4.09,101.02,9.11,338.23,69.68,112119.2,30143,0.3,7870,-4367,11179,-16765,4.78,47.29,466.88,156.92,11.39,20.84,217.04,9.49,Case
333,500.04,164.2,174.88,490.62,116.83,4.12,102.67,8.6,335.84,67.16,111947.2,27388,0.31,7791,-4226,10114,-14883,4.78,51.53,443.83,178.15,11.3,21.06,152.48,6.33,Case
333,515.5,175.19,186.5,512.73,119.65,3.62,106.66,8.25,340.3,66.01,113434.1,27088,0.31,7886,-5027,10549,-15204,3.8,51.7,446.91,184.62,11.08,17.81,169.23,6.44,Case
335,510.41,178.9,188.51,498.91,120.5,3.05,107.12,6,331.51,64.95,111120,26821,0.32,7870,-5184,9799,-14514,3.15,48.87,434.72,188.51,10.62,17.27,183.5,7.37,Case
335,499.17,162.19,171.8,493.83,116.5,0.32,104.39,4.78,336.97,67.51,112952,30897,0.31,7776,-4775,12438,-12498,1.73,50.22,458.91,174.69,9.63,18.15,176.3,7.23,Case
333,489.24,146.8,155.15,483.34,112.49,4.62,100.58,8.96,342.44,69.99,114146.3,31215,0.29,7839,-4320,11748,-21607,5.03,48.87,476.87,157.98,11.53,20.64,235.12,10.06,Case
331,498.35,163.45,173.12,485.66,116.48,4.13,101.48,8.64,334.9,67.2,111017.7,27758,0.3,7666,-4226,9109,-15894,4.7,51.37,444.14,175.94,11.4,21.14,169.07,7.17,Case
335,514.24,173.87,186.12,512.98,119.43,3.63,106.48,8.03,340.36,66.19,114088.1,27048,0.31,7854,-4964,10108,-13067,4.34,56.66,440.06,182.61,11.03,17.78,178.28,6.77,Case
335,510.09,177.26,189.2,493.01,119.76,1.83,107.01,5.11,332.83,65.25,111562.3,26211,0.32,7870,-5121,11996,-14011,3.18,50.9,423.1,188.07,10.28,17.59,188.22,7.74,Case
337,497.78,155.66,162.32,481.77,114.82,0.21,101.81,6.26,342.12,68.73,115322.7,33199,0.3,7854,-4744,13194,-11996,1.65,51.72,486.67,165.96,9.9,19.29,162.91,7.02,Case
330,474.79,162.76,170.8,468.32,115.66,4.64,100.19,8.89,312.04,65.72,102869.5,27869,0.32,7839,-4147,8667,-15767,4.89,53.52,458.84,176.39,11.59,21.73,225.96,10.3,Case
335,508.02,168.28,178.02,508.02,118.49,3.91,103.73,8.3,339.74,66.88,113879.1,26239,0.31,7886,-4618,11494,-14072,4.32,56.33,431.83,179.71,11.32,18.79,155.88,6.04,Case
335,507.33,176.89,185.62,494.2,120.06,3.57,106.62,7.53,330.44,65.13,110763,26018,0.32,7823,-5074,11433,-14193,3.77,54.53,423.1,184.62,11.03,17.77,160.91,6.59,Case
335,496.84,175.13,181.09,485.91,118.52,1.07,102.69,4.57,321.71,64.75,107835.5,25405,0.32,7807,-4980,12062,-11245,1.13,53.3,419.02,187.06,10.27,17.88,141.51,5.99,Case
335,492.19,150.45,158.68,468.64,113.09,0.11,100.52,8.08,341.75,69.43,114552.7,33312,0.29,7791,-4477,12244,-11687,1.17,46.69,486.47,161,10.37,21.03,154.97,7.06,Case
331,482.84,161.44,173.06,482.84,114.97,4.29,101.89,8.71,321.4,66.56,106541.6,24592,0.32,7791,-4021,9169,-14005,4.87,57.76,426.24,175.01,11.64,22.21,151.61,6.5,Case
335,521.71,169.23,183.11,521.71,118.43,3.68,106.16,8.2,352.49,67.56,118151.6,26263,0.3,7807,-4713,11112,-12686,4.12,53.8,437.86,178.9,11.25,18.52,173.58,6.38,Case
335,524.16,179.27,186.94,501.87,120.24,3.26,106.51,6.52,344.89,65.8,115605.6,27122,0.31,7948,-5215,11996,-15391,3.33,51.26,436.35,188.13,10.72,16.95,167.9,6.67,Case
337,507.08,168.91,176.76,482.08,117.24,0.33,104.64,4.72,338.17,66.69,113988.5,29916,0.31,7854,-5074,11935,-14635,0.93,50.69,455.64,178.46,9.82,17.91,175.53,7.55,Case
333,484.16,149.38,158.92,472.66,112.77,2.94,101.62,9.27,334.78,69.15,111592.1,30868,0.3,7901,-4634,12056,-14072,4.06,49.31,475.05,160.56,11.04,20.45,194.69,8.71,Case
333,493.76,165.15,175.82,488.87,116.83,4.04,102.96,8.5,328.62,66.55,109538.4,25938,0.31,7791,-4367,9799,-18151,4.9,51.43,426.31,177.08,11.49,21,152.67,6.39,Case
333,525.98,175.32,188.57,525.98,119.72,3.68,106.96,8.23,350.66,66.67,116888,27153,0.31,7807,-5090,13691,-15573,3.82,50.91,448.85,184.68,11.18,17.78,180.14,6.51,Case
335,524.16,180.72,189.27,496.65,120.53,2.72,106.41,5.6,343.44,65.52,115120.7,26903,0.31,7854,-5168,9738,-15518,2.72,54.53,431.71,190.52,10.43,16.83,168.45,6.83,Case
337,497.53,158.92,167.66,479.94,116.2,0.16,103.02,4.9,338.61,68.06,114137.4,33541,0.3,7870,-4917,12498,-10610,1.86,49.28,481.58,171.05,9.87,18.23,146.9,6.38,Case
331,485.41,149.44,156.29,485.41,113.29,4.48,100.6,9.02,335.97,69.21,111370.9,30094,0.3,7854,-4226,11058,-14447,4.98,47.73,467.32,162.19,11.52,20.45,209.07,8.87,Case
331,499.17,165.46,174.13,499.17,117.28,3.88,101.53,8.72,333.71,66.85,110622.5,27447,0.3,7854,-4367,10301,-14259,4.18,53.08,439.25,180.03,11.21,19.72,164.28,6.59,Case
333,514.87,176.45,187.63,511.29,120.02,3.47,106.84,8.19,338.42,65.73,112806.7,27379,0.32,7870,-5105,10676,-14320,3.47,55.67,444.89,187.63,10.99,17.29,179.64,6.87,Case
335,510.97,180.85,189.64,488.36,120,1.89,106.41,4.87,330.13,64.61,110657.5,25762,0.32,7980,-5152,11615,-12686,3.65,57.09,419.4,190.52,10.36,17.24,160.05,6.71,Case
337,497.78,155.91,161,479.38,115.08,0.13,100.98,5.69,341.87,68.68,115237,33609,0.3,7870,-4854,12498,-11372,98.89,49.52,487.29,167.28,9.89,19.17,173.44,7.55,Case
328,481.02,163.51,171.05,481.02,115.37,4.62,100.27,9.1,317.5,66.01,104099.3,27970,0.32,7886,-4336,10301,-16081,5.17,52.99,458.91,176.26,11.74,21.15,229.49,9.92,Case
335,513.93,168.54,178.46,513.93,118.52,3.71,103.76,8.36,345.39,67.21,115774,26730,0.3,7807,-4681,10991,-14447,3.87,49.92,440.94,178.84,11.52,19.32,161.43,6.11,Case
